epoch,step,loss,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
13.64,28950,0.0683,2e-05,,,,
13.67,29000,0.0724,2e-05,,,,
13.69,29050,0.0791,2e-05,,,,
13.71,29100,0.0715,2e-05,,,,
13.74,29150,0.0711,2e-05,,,,
13.76,29200,0.0737,2e-05,,,,
13.78,29250,0.0723,2e-05,,,,
13.81,29300,0.0674,2e-05,,,,
13.83,29350,0.074,2e-05,,,,
13.86,29400,0.0739,2e-05,,,,
13.88,29450,0.0828,2e-05,,,,
13.9,29500,0.0719,2e-05,,,,
13.93,29550,0.0705,2e-05,,,,
13.95,29600,0.0705,2e-05,,,,
13.97,29650,0.0692,2e-05,,,,
14.0,29700,0.0735,2e-05,,,,
14.02,29750,0.0591,2e-05,,,,
14.04,29800,0.0534,2e-05,,,,
14.07,29850,0.0534,2e-05,,,,
14.09,29900,0.0577,2e-05,,,,
14.11,29950,0.0515,2e-05,,,,
14.14,30000,0.0601,2e-05,,,,
14.14,30000,,,0.2469,169.1832,171.967,42.995
14.16,30050,0.0572,2e-05,,,,
14.18,30100,0.0541,2e-05,,,,
14.21,30150,0.0521,2e-05,,,,
14.23,30200,0.0625,2e-05,,,,
14.26,30250,0.0603,2e-05,,,,
14.28,30300,0.0571,2e-05,,,,
14.3,30350,0.0647,2e-05,,,,
14.33,30400,0.067,2e-05,,,,
14.35,30450,0.0605,2e-05,,,,
14.37,30500,0.0658,2e-05,,,,
14.4,30550,0.0702,2e-05,,,,
14.42,30600,0.0671,2e-05,,,,
14.44,30650,0.0652,2e-05,,,,
14.47,30700,0.0703,2e-05,,,,
14.49,30750,0.0677,2e-05,,,,
14.51,30800,0.0692,2e-05,,,,
14.54,30850,0.0656,2e-05,,,,
14.56,30900,0.0595,2e-05,,,,
14.59,30950,0.076,2e-05,,,,
14.61,31000,0.0645,2e-05,,,,
14.63,31050,0.0713,2e-05,,,,
14.66,31100,0.0633,2e-05,,,,
14.68,31150,0.0635,2e-05,,,,
14.7,31200,0.0693,2e-05,,,,
14.73,31250,0.0722,2e-05,,,,
14.75,31300,0.0639,2e-05,,,,
14.77,31350,0.0698,2e-05,,,,
14.8,31400,0.0658,2e-05,,,,
14.82,31450,0.0669,2e-05,,,,
14.84,31500,0.0684,2e-05,,,,
14.87,31550,0.0672,2e-05,,,,
14.89,31600,0.0705,2e-05,,,,
14.92,31650,0.0655,2e-05,,,,
14.94,31700,0.0632,2e-05,,,,
14.96,31750,0.064,2e-05,,,,
14.99,31800,0.0708,2e-05,,,,
15.01,31850,0.0545,2e-05,,,,
15.03,31900,0.0544,2e-05,,,,
15.06,31950,0.0507,2e-05,,,,
15.08,32000,0.0541,2e-05,,,,
15.1,32050,0.056,2e-05,,,,
15.13,32100,0.0526,2e-05,,,,
15.15,32150,0.0593,2e-05,,,,
15.17,32200,0.0495,2e-05,,,,
15.2,32250,0.0552,2e-05,,,,
15.22,32300,0.0494,2e-05,,,,
15.25,32350,0.0561,2e-05,,,,
15.27,32400,0.0652,2e-05,,,,
15.29,32450,0.0531,2e-05,,,,
15.32,32500,0.0577,2e-05,,,,
15.34,32550,0.0644,2e-05,,,,
15.36,32600,0.0573,2e-05,,,,
15.39,32650,0.0633,2e-05,,,,
15.41,32700,0.0575,2e-05,,,,
15.43,32750,0.0595,2e-05,,,,
15.46,32800,0.0594,2e-05,,,,
15.48,32850,0.0629,2e-05,,,,
15.5,32900,0.0605,2e-05,,,,
15.53,32950,0.0585,2e-05,,,,
15.55,33000,0.0601,2e-05,,,,
15.58,33050,0.071,2e-05,,,,
15.6,33100,0.0573,2e-05,,,,
15.62,33150,0.0595,2e-05,,,,
15.65,33200,0.0635,2e-05,,,,
15.67,33250,0.0615,2e-05,,,,
15.69,33300,0.067,2e-05,,,,
15.72,33350,0.0573,2e-05,,,,
15.74,33400,0.0606,2e-05,,,,
15.76,33450,0.0646,2e-05,,,,
15.79,33500,0.0702,2e-05,,,,
15.81,33550,0.064,2e-05,,,,
15.83,33600,0.0624,2e-05,,,,
15.86,33650,0.0612,2e-05,,,,
15.88,33700,0.0676,2e-05,,,,
15.91,33750,0.0662,2e-05,,,,
15.93,33800,0.0534,2e-05,,,,
15.95,33850,0.0637,2e-05,,,,
15.98,33900,0.0679,2e-05,,,,
16.0,33950,0.0677,2e-05,,,,
16.02,34000,0.0462,2e-05,,,,
16.05,34050,0.0497,2e-05,,,,
16.07,34100,0.0425,2e-05,,,,
16.09,34150,0.0592,2e-05,,,,
16.12,34200,0.0465,2e-05,,,,
16.14,34250,0.0465,2e-05,,,,
16.16,34300,0.0522,2e-05,,,,
16.19,34350,0.0472,2e-05,,,,
16.21,34400,0.0552,2e-05,,,,
16.23,34450,0.0534,2e-05,,,,
16.26,34500,0.0533,2e-05,,,,
16.28,34550,0.0577,2e-05,,,,
16.31,34600,0.0561,2e-05,,,,
16.33,34650,0.057,2e-05,,,,
16.35,34700,0.0589,2e-05,,,,
16.38,34750,0.0578,2e-05,,,,
16.4,34800,0.0511,2e-05,,,,
16.42,34850,0.0502,2e-05,,,,
16.45,34900,0.0603,2e-05,,,,
16.47,34950,0.061,2e-05,,,,
16.49,35000,0.0606,2e-05,,,,
16.49,35000,,,0.248,168.6831,172.477,43.122
16.52,35050,0.0489,2e-05,,,,
16.54,35100,0.0545,2e-05,,,,
16.56,35150,0.055,2e-05,,,,
16.59,35200,0.0577,2e-05,,,,
16.61,35250,0.0521,2e-05,,,,
16.64,35300,0.0626,2e-05,,,,
16.66,35350,0.0596,2e-05,,,,
16.68,35400,0.0584,2e-05,,,,
16.71,35450,0.0604,2e-05,,,,
16.73,35500,0.0558,2e-05,,,,
16.75,35550,0.0532,2e-05,,,,
16.78,35600,0.0604,2e-05,,,,
16.8,35650,0.0596,2e-05,,,,
16.82,35700,0.0676,2e-05,,,,
16.85,35750,0.0621,2e-05,,,,
16.87,35800,0.0586,2e-05,,,,
16.89,35850,0.0597,2e-05,,,,
16.92,35900,0.0609,2e-05,,,,
16.94,35950,0.0637,2e-05,,,,
16.97,36000,0.0638,2e-05,,,,
16.99,36050,0.0571,2e-05,,,,
17.01,36100,0.0548,2e-05,,,,
17.04,36150,0.0451,2e-05,,,,
17.06,36200,0.0444,2e-05,,,,
17.08,36250,0.0455,2e-05,,,,
17.11,36300,0.0553,2e-05,,,,
17.13,36350,0.051,2e-05,,,,
17.15,36400,0.0469,2e-05,,,,
17.18,36450,0.0492,2e-05,,,,
17.2,36500,0.0464,2e-05,,,,
17.22,36550,0.0508,2e-05,,,,
17.25,36600,0.051,2e-05,,,,
17.27,36650,0.0504,2e-05,,,,
17.3,36700,0.0504,2e-05,,,,
17.32,36750,0.0527,2e-05,,,,
17.34,36800,0.0496,2e-05,,,,
17.37,36850,0.0604,2e-05,,,,
17.39,36900,0.0612,2e-05,,,,
17.41,36950,0.0518,2e-05,,,,
17.44,37000,0.0484,2e-05,,,,
17.46,37050,0.0521,2e-05,,,,
17.48,37100,0.0482,2e-05,,,,
17.51,37150,0.0572,2e-05,,,,
17.53,37200,0.0495,2e-05,,,,
17.55,37250,0.0469,2e-05,,,,
17.58,37300,0.0525,2e-05,,,,
17.6,37350,0.0474,2e-05,,,,
17.63,37400,0.0494,2e-05,,,,
17.65,37450,0.0551,2e-05,,,,
17.67,37500,0.0507,2e-05,,,,
17.7,37550,0.0535,2e-05,,,,
17.72,37600,0.0575,2e-05,,,,
17.74,37650,0.0569,2e-05,,,,
17.77,37700,0.053,2e-05,,,,
17.79,37750,0.0556,2e-05,,,,
17.81,37800,0.0561,2e-05,,,,
17.84,37850,0.0619,2e-05,,,,
17.86,37900,0.0523,2e-05,,,,
17.88,37950,0.0517,2e-05,,,,
17.91,38000,0.0582,2e-05,,,,
17.93,38050,0.0577,2e-05,,,,
17.96,38100,0.0586,2e-05,,,,
17.98,38150,0.06,2e-05,,,,
18.0,38200,0.0525,2e-05,,,,
18.03,38250,0.0409,2e-05,,,,
18.05,38300,0.0443,2e-05,,,,
18.07,38350,0.0412,2e-05,,,,
18.1,38400,0.045,2e-05,,,,
18.12,38450,0.0474,2e-05,,,,
18.14,38500,0.0401,2e-05,,,,
18.17,38550,0.0488,2e-05,,,,
18.19,38600,0.0469,2e-05,,,,
18.21,38650,0.0509,2e-05,,,,
18.24,38700,0.0469,2e-05,,,,
18.26,38750,0.0521,2e-05,,,,
18.28,38800,0.0472,2e-05,,,,
18.31,38850,0.0465,2e-05,,,,
18.33,38900,0.0492,2e-05,,,,
18.36,38950,0.0493,2e-05,,,,
18.38,39000,0.0566,2e-05,,,,
18.4,39050,0.0486,2e-05,,,,
18.43,39100,0.0517,2e-05,,,,
18.45,39150,0.0417,2e-05,,,,
18.47,39200,0.0527,2e-05,,,,
18.5,39250,0.0497,2e-05,,,,
18.52,39300,0.0431,2e-05,,,,
18.54,39350,0.0554,2e-05,,,,
18.57,39400,0.0521,2e-05,,,,
18.59,39450,0.0515,2e-05,,,,
18.61,39500,0.0504,2e-05,,,,
18.64,39550,0.0524,2e-05,,,,
18.66,39600,0.0549,2e-05,,,,
18.69,39650,0.0526,2e-05,,,,
18.71,39700,0.05,2e-05,,,,
18.73,39750,0.0583,2e-05,,,,
18.76,39800,0.051,2e-05,,,,
18.78,39850,0.0527,2e-05,,,,
18.8,39900,0.0573,2e-05,,,,
18.83,39950,0.0521,2e-05,,,,
18.85,40000,0.0533,2e-05,,,,
18.85,40000,,,0.25146,169.9528,171.189,42.8
18.87,40050,0.0494,2e-05,,,,
18.9,40100,0.0592,2e-05,,,,
18.92,40150,0.0453,2e-05,,,,
18.94,40200,0.0514,2e-05,,,,
18.97,40250,0.0473,2e-05,,,,
18.99,40300,0.0506,2e-05,,,,
19.02,40350,0.0442,2e-05,,,,
19.04,40400,0.0441,2e-05,,,,
19.06,40450,0.0404,2e-05,,,,
19.09,40500,0.0385,2e-05,,,,
19.11,40550,0.0439,2e-05,,,,
19.13,40600,0.0447,2e-05,,,,
19.16,40650,0.0428,2e-05,,,,
19.18,40700,0.044,2e-05,,,,
19.2,40750,0.0416,2e-05,,,,
19.23,40800,0.0401,2e-05,,,,
19.25,40850,0.0413,2e-05,,,,
19.27,40900,0.0474,2e-05,,,,
19.3,40950,0.0493,2e-05,,,,
19.32,41000,0.0511,2e-05,,,,
19.35,41050,0.0423,2e-05,,,,
19.37,41100,0.0438,2e-05,,,,
19.39,41150,0.0456,2e-05,,,,
19.42,41200,0.0493,2e-05,,,,
19.44,41250,0.0513,2e-05,,,,
19.46,41300,0.0452,2e-05,,,,
19.49,41350,0.0499,2e-05,,,,
19.51,41400,0.0402,2e-05,,,,
19.53,41450,0.0465,2e-05,,,,
19.56,41500,0.0413,2e-05,,,,
19.58,41550,0.0488,2e-05,,,,
19.6,41600,0.0427,2e-05,,,,
19.63,41650,0.0476,2e-05,,,,
19.65,41700,0.0498,2e-05,,,,
19.68,41750,0.0462,2e-05,,,,
19.7,41800,0.0452,2e-05,,,,
19.72,41850,0.0478,2e-05,,,,
19.75,41900,0.0532,2e-05,,,,
19.77,41950,0.0519,2e-05,,,,
19.79,42000,0.0477,2e-05,,,,
19.82,42050,0.0537,2e-05,,,,
19.84,42100,0.0519,2e-05,,,,
19.86,42150,0.0536,2e-05,,,,
19.89,42200,0.0503,2e-05,,,,
19.91,42250,0.0475,2e-05,,,,
19.93,42300,0.0457,2e-05,,,,
19.96,42350,0.0461,2e-05,,,,
19.98,42400,0.0518,2e-05,,,,
20.0,42450,0.0454,2e-05,,,,
20.03,42500,0.0383,2e-05,,,,
20.05,42550,0.0416,2e-05,,,,
20.08,42600,0.0451,2e-05,,,,
20.1,42650,0.0456,2e-05,,,,
20.12,42700,0.0445,2e-05,,,,
20.15,42750,0.0381,2e-05,,,,
20.17,42800,0.0438,2e-05,,,,
20.19,42850,0.0398,2e-05,,,,
20.22,42900,0.0432,2e-05,,,,
20.24,42950,0.0406,2e-05,,,,
20.26,43000,0.0459,2e-05,,,,
20.29,43050,0.0426,2e-05,,,,
20.31,43100,0.0487,2e-05,,,,
20.33,43150,0.0428,2e-05,,,,
20.36,43200,0.0488,2e-05,,,,
20.38,43250,0.0392,2e-05,,,,
20.41,43300,0.0415,2e-05,,,,
20.43,43350,0.0472,2e-05,,,,
20.45,43400,0.0452,2e-05,,,,
20.48,43450,0.0426,2e-05,,,,
20.5,43500,0.049,2e-05,,,,
20.52,43550,0.0442,2e-05,,,,
20.55,43600,0.0452,2e-05,,,,
20.57,43650,0.0461,2e-05,,,,
20.59,43700,0.0432,2e-05,,,,
20.62,43750,0.0386,2e-05,,,,
20.64,43800,0.0493,2e-05,,,,
20.66,43850,0.0473,2e-05,,,,
20.69,43900,0.046,2e-05,,,,
20.71,43950,0.0432,2e-05,,,,
20.74,44000,0.0528,2e-05,,,,
20.76,44050,0.0426,2e-05,,,,
20.78,44100,0.0461,2e-05,,,,
20.81,44150,0.0487,2e-05,,,,
20.83,44200,0.0404,2e-05,,,,
20.85,44250,0.0431,2e-05,,,,
20.88,44300,0.0495,2e-05,,,,
20.9,44350,0.0429,2e-05,,,,
20.92,44400,0.0513,2e-05,,,,
20.95,44450,0.049,2e-05,,,,
20.97,44500,0.05,2e-05,,,,
20.99,44550,0.047,2e-05,,,,
21.02,44600,0.0396,2e-05,,,,
21.04,44650,0.0398,2e-05,,,,
21.07,44700,0.0355,2e-05,,,,
21.09,44750,0.0374,2e-05,,,,
21.11,44800,0.0405,2e-05,,,,
21.14,44850,0.0375,2e-05,,,,
21.16,44900,0.042,2e-05,,,,
21.18,44950,0.0398,2e-05,,,,
21.21,45000,0.0376,2e-05,,,,
21.21,45000,,,0.26019,169.0855,172.067,43.02
21.23,45050,0.0387,2e-05,,,,
21.25,45100,0.0357,2e-05,,,,
21.28,45150,0.0422,2e-05,,,,
21.3,45200,0.041,2e-05,,,,
21.32,45250,0.0387,2e-05,,,,
21.35,45300,0.0427,2e-05,,,,
21.37,45350,0.0408,2e-05,,,,
21.4,45400,0.0426,2e-05,,,,
21.42,45450,0.0382,2e-05,,,,
21.44,45500,0.0483,2e-05,,,,
21.47,45550,0.0368,2e-05,,,,
21.49,45600,0.0407,2e-05,,,,
21.51,45650,0.0439,2e-05,,,,
21.54,45700,0.0421,2e-05,,,,
21.56,45750,0.0455,2e-05,,,,
21.58,45800,0.0426,2e-05,,,,
21.61,45850,0.0467,2e-05,,,,
21.63,45900,0.0468,2e-05,,,,
21.65,45950,0.0484,2e-05,,,,
21.68,46000,0.0391,2e-05,,,,
21.7,46050,0.0421,2e-05,,,,
21.73,46100,0.0456,2e-05,,,,
21.75,46150,0.0476,2e-05,,,,
21.77,46200,0.0441,2e-05,,,,
21.8,46250,0.0397,2e-05,,,,
21.82,46300,0.046,2e-05,,,,
21.84,46350,0.046,2e-05,,,,
21.87,46400,0.0466,2e-05,,,,
21.89,46450,0.0435,2e-05,,,,
21.91,46500,0.0521,2e-05,,,,
21.94,46550,0.0474,2e-05,,,,
21.96,46600,0.0461,2e-05,,,,
21.98,46650,0.0476,2e-05,,,,
22.01,46700,0.0404,1e-05,,,,
22.03,46750,0.0364,1e-05,,,,
22.05,46800,0.0377,1e-05,,,,
22.08,46850,0.0358,1e-05,,,,
22.1,46900,0.038,1e-05,,,,
22.13,46950,0.038,1e-05,,,,
22.15,47000,0.036,1e-05,,,,
22.17,47050,0.0358,1e-05,,,,
22.2,47100,0.0373,1e-05,,,,
22.22,47150,0.0368,1e-05,,,,
22.24,47200,0.044,1e-05,,,,
22.27,47250,0.0409,1e-05,,,,
22.29,47300,0.0405,1e-05,,,,
22.31,47350,0.0401,1e-05,,,,
22.34,47400,0.0388,1e-05,,,,
22.36,47450,0.038,1e-05,,,,
22.38,47500,0.0448,1e-05,,,,
22.41,47550,0.0397,1e-05,,,,
22.43,47600,0.0392,1e-05,,,,
22.46,47650,0.0436,1e-05,,,,
22.48,47700,0.0436,1e-05,,,,
22.5,47750,0.0357,1e-05,,,,
22.53,47800,0.0373,1e-05,,,,
22.55,47850,0.0382,1e-05,,,,
22.57,47900,0.0422,1e-05,,,,
22.6,47950,0.0364,1e-05,,,,
22.62,48000,0.0424,1e-05,,,,
22.64,48050,0.0444,1e-05,,,,
22.67,48100,0.0377,1e-05,,,,
22.69,48150,0.0396,1e-05,,,,
22.71,48200,0.0398,1e-05,,,,
22.74,48250,0.0401,1e-05,,,,
22.76,48300,0.0416,1e-05,,,,
22.79,48350,0.048,1e-05,,,,
22.81,48400,0.0464,1e-05,,,,
22.83,48450,0.0436,1e-05,,,,
22.86,48500,0.0413,1e-05,,,,
22.88,48550,0.0475,1e-05,,,,
22.9,48600,0.0468,1e-05,,,,
22.93,48650,0.0444,1e-05,,,,
22.95,48700,0.0455,1e-05,,,,
22.97,48750,0.0445,1e-05,,,,
23.0,48800,0.0468,1e-05,,,,
23.02,48850,0.0307,1e-05,,,,
23.04,48900,0.0347,1e-05,,,,
23.07,48950,0.0416,1e-05,,,,
23.09,49000,0.0379,1e-05,,,,
23.12,49050,0.0308,1e-05,,,,
23.14,49100,0.0388,1e-05,,,,
23.16,49150,0.0344,1e-05,,,,
23.19,49200,0.0371,1e-05,,,,
23.21,49250,0.0376,1e-05,,,,
23.23,49300,0.0375,1e-05,,,,
23.26,49350,0.0382,1e-05,,,,
23.28,49400,0.0404,1e-05,,,,
23.3,49450,0.0333,1e-05,,,,
23.33,49500,0.0363,1e-05,,,,
23.35,49550,0.0341,1e-05,,,,
23.37,49600,0.0366,1e-05,,,,
23.4,49650,0.0374,1e-05,,,,
23.42,49700,0.0387,1e-05,,,,
23.44,49750,0.035,1e-05,,,,
23.47,49800,0.0351,1e-05,,,,
23.49,49850,0.0345,1e-05,,,,
23.52,49900,0.0388,1e-05,,,,
23.54,49950,0.0402,1e-05,,,,
23.56,50000,0.0394,1e-05,,,,
23.56,50000,,,0.26002,169.0372,172.116,43.032
23.59,50050,0.0335,1e-05,,,,
23.61,50100,0.0437,1e-05,,,,
23.63,50150,0.04,1e-05,,,,
23.66,50200,0.0399,1e-05,,,,
23.68,50250,0.0447,1e-05,,,,
23.7,50300,0.0379,1e-05,,,,
23.73,50350,0.0386,1e-05,,,,
23.75,50400,0.0382,1e-05,,,,
23.77,50450,0.0355,1e-05,,,,
23.8,50500,0.0384,1e-05,,,,
23.82,50550,0.0452,1e-05,,,,
23.85,50600,0.0422,1e-05,,,,
23.87,50650,0.0406,1e-05,,,,
23.89,50700,0.0407,1e-05,,,,
23.92,50750,0.0422,1e-05,,,,
23.94,50800,0.0405,1e-05,,,,
23.96,50850,0.0449,1e-05,,,,
23.99,50900,0.0462,1e-05,,,,
24.01,50950,0.0308,1e-05,,,,
24.03,51000,0.0283,1e-05,,,,
24.06,51050,0.0332,1e-05,,,,
24.08,51100,0.0329,1e-05,,,,
24.1,51150,0.0347,1e-05,,,,
24.13,51200,0.0356,1e-05,,,,
24.15,51250,0.0329,1e-05,,,,
24.18,51300,0.0302,1e-05,,,,
24.2,51350,0.0329,1e-05,,,,
24.22,51400,0.036,1e-05,,,,
24.25,51450,0.0343,1e-05,,,,
24.27,51500,0.0344,1e-05,,,,
24.29,51550,0.035,1e-05,,,,
24.32,51600,0.0397,1e-05,,,,
24.34,51650,0.0362,1e-05,,,,
24.36,51700,0.0309,1e-05,,,,
24.39,51750,0.0324,1e-05,,,,
24.41,51800,0.0386,1e-05,,,,
24.43,51850,0.0379,1e-05,,,,
24.46,51900,0.039,1e-05,,,,
24.48,51950,0.0411,1e-05,,,,
24.51,52000,0.0431,1e-05,,,,
24.53,52050,0.0349,1e-05,,,,
24.55,52100,0.0387,1e-05,,,,
24.58,52150,0.0365,1e-05,,,,
24.6,52200,0.0383,1e-05,,,,
24.62,52250,0.0385,1e-05,,,,
24.65,52300,0.0399,1e-05,,,,
24.67,52350,0.0363,1e-05,,,,
24.69,52400,0.0394,1e-05,,,,
24.72,52450,0.0386,1e-05,,,,
24.74,52500,0.0354,1e-05,,,,
24.76,52550,0.036,1e-05,,,,
24.79,52600,0.0439,1e-05,,,,
24.81,52650,0.0399,1e-05,,,,
24.84,52700,0.0359,1e-05,,,,
24.86,52750,0.0405,1e-05,,,,
24.88,52800,0.0385,1e-05,,,,
24.91,52850,0.0383,1e-05,,,,
24.93,52900,0.0444,1e-05,,,,
24.95,52950,0.0398,1e-05,,,,
24.98,53000,0.0345,1e-05,,,,
25.0,53050,0.0411,1e-05,,,,
25.02,53100,0.0293,1e-05,,,,
25.05,53150,0.0325,1e-05,,,,
25.07,53200,0.0283,1e-05,,,,
25.09,53250,0.0279,1e-05,,,,
25.12,53300,0.03,1e-05,,,,
25.14,53350,0.032,1e-05,,,,
25.16,53400,0.0319,1e-05,,,,
25.19,53450,0.0353,1e-05,,,,
25.21,53500,0.0369,1e-05,,,,
25.24,53550,0.036,1e-05,,,,
25.26,53600,0.0288,1e-05,,,,
25.28,53650,0.037,1e-05,,,,
25.31,53700,0.033,1e-05,,,,
25.33,53750,0.0311,1e-05,,,,
25.35,53800,0.0417,1e-05,,,,
25.38,53850,0.0341,1e-05,,,,
25.4,53900,0.0369,1e-05,,,,
25.42,53950,0.0357,1e-05,,,,
25.45,54000,0.0381,1e-05,,,,
25.47,54050,0.0339,1e-05,,,,
25.49,54100,0.0375,1e-05,,,,
25.52,54150,0.0376,1e-05,,,,
25.54,54200,0.0342,1e-05,,,,
25.57,54250,0.0356,1e-05,,,,
25.59,54300,0.0366,1e-05,,,,
25.61,54350,0.0336,1e-05,,,,
25.64,54400,0.039,1e-05,,,,
25.66,54450,0.0313,1e-05,,,,
25.68,54500,0.0418,1e-05,,,,
25.71,54550,0.037,1e-05,,,,
25.73,54600,0.0369,1e-05,,,,
25.75,54650,0.0371,1e-05,,,,
25.78,54700,0.0355,1e-05,,,,
25.8,54750,0.0306,1e-05,,,,
25.82,54800,0.0428,1e-05,,,,
25.85,54850,0.0385,1e-05,,,,
25.87,54900,0.0338,1e-05,,,,
25.9,54950,0.0383,1e-05,,,,
25.92,55000,0.0407,1e-05,,,,
25.92,55000,,,0.26316,169.3952,171.752,42.941
25.92,55000,,,,,,
25.92,55000,,,0.2469,170.9735,170.167,42.545
25.95,55050,0.0414,1e-05,,,,
25.98,55100,0.0362,1e-05,,,,
26.0,55150,0.0386,1e-05,,,,
26.03,55200,0.0284,1e-05,,,,
26.05,55250,0.0319,1e-05,,,,
26.07,55300,0.028,1e-05,,,,
26.1,55350,0.0327,1e-05,,,,
26.12,55400,0.0312,1e-05,,,,
26.14,55450,0.0327,1e-05,,,,
26.17,55500,0.0323,1e-05,,,,
26.19,55550,0.0302,1e-05,,,,
26.21,55600,0.0365,1e-05,,,,
26.24,55650,0.0316,1e-05,,,,
26.26,55700,0.0293,1e-05,,,,
26.28,55750,0.0319,1e-05,,,,
26.31,55800,0.033,1e-05,,,,
26.33,55850,0.0308,1e-05,,,,
26.36,55900,0.0344,1e-05,,,,
26.38,55950,0.0338,1e-05,,,,
26.4,56000,0.0319,1e-05,,,,
26.43,56050,0.034,1e-05,,,,
26.45,56100,0.0338,1e-05,,,,
26.47,56150,0.0316,1e-05,,,,
26.5,56200,0.0313,1e-05,,,,
26.52,56250,0.0434,1e-05,,,,
26.54,56300,0.0321,1e-05,,,,
26.57,56350,0.0353,1e-05,,,,
26.59,56400,0.0341,1e-05,,,,
26.61,56450,0.0345,1e-05,,,,
26.64,56500,0.0388,1e-05,,,,
26.66,56550,0.0358,1e-05,,,,
