epoch,step,loss,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
26.69,56600,0.0369,1e-05,,,,
26.71,56650,0.0419,1e-05,,,,
26.73,56700,0.0377,1e-05,,,,
26.76,56750,0.0336,1e-05,,,,
26.78,56800,0.0366,1e-05,,,,
26.8,56850,0.0301,1e-05,,,,
26.83,56900,0.0384,1e-05,,,,
26.85,56950,0.0361,1e-05,,,,
26.87,57000,0.0368,1e-05,,,,
26.9,57050,0.0337,1e-05,,,,
26.92,57100,0.0385,1e-05,,,,
26.94,57150,0.036,1e-05,,,,
26.97,57200,0.0373,1e-05,,,,
26.99,57250,0.0336,1e-05,,,,
27.02,57300,0.0288,1e-05,,,,
27.04,57350,0.0301,1e-05,,,,
27.06,57400,0.0278,1e-05,,,,
27.09,57450,0.0242,1e-05,,,,
27.11,57500,0.0301,1e-05,,,,
27.13,57550,0.0301,1e-05,,,,
27.16,57600,0.0311,1e-05,,,,
27.18,57650,0.0283,1e-05,,,,
27.2,57700,0.03,1e-05,,,,
27.23,57750,0.0305,1e-05,,,,
27.25,57800,0.0282,1e-05,,,,
27.27,57850,0.0344,1e-05,,,,
27.3,57900,0.031,1e-05,,,,
27.32,57950,0.0324,1e-05,,,,
27.35,58000,0.0353,1e-05,,,,
27.37,58050,0.037,1e-05,,,,
27.39,58100,0.0334,1e-05,,,,
27.42,58150,0.0376,1e-05,,,,
27.44,58200,0.0301,1e-05,,,,
27.46,58250,0.0344,1e-05,,,,
27.49,58300,0.0356,1e-05,,,,
27.51,58350,0.0359,1e-05,,,,
27.53,58400,0.0293,1e-05,,,,
27.56,58450,0.0333,1e-05,,,,
27.58,58500,0.0324,1e-05,,,,
27.6,58550,0.0331,1e-05,,,,
27.63,58600,0.0292,1e-05,,,,
27.65,58650,0.031,1e-05,,,,
27.68,58700,0.0378,1e-05,,,,
27.7,58750,0.037,1e-05,,,,
27.72,58800,0.0352,1e-05,,,,
27.75,58850,0.0385,1e-05,,,,
27.77,58900,0.0329,1e-05,,,,
27.79,58950,0.0282,1e-05,,,,
27.82,59000,0.0354,1e-05,,,,
27.84,59050,0.0341,1e-05,,,,
27.86,59100,0.0404,1e-05,,,,
27.89,59150,0.0358,1e-05,,,,
27.91,59200,0.0366,1e-05,,,,
27.93,59250,0.0347,1e-05,,,,
27.96,59300,0.0364,1e-05,,,,
27.98,59350,0.0367,1e-05,,,,
28.0,59400,0.0358,1e-05,,,,
28.03,59450,0.0236,1e-05,,,,
28.05,59500,0.0261,1e-05,,,,
28.08,59550,0.0251,1e-05,,,,
28.1,59600,0.0227,1e-05,,,,
28.12,59650,0.0287,1e-05,,,,
28.15,59700,0.0293,1e-05,,,,
28.17,59750,0.0268,1e-05,,,,
28.19,59800,0.0294,1e-05,,,,
28.22,59850,0.0318,1e-05,,,,
28.24,59900,0.0294,1e-05,,,,
28.26,59950,0.027,1e-05,,,,
28.29,60000,0.0336,1e-05,,,,
28.29,60000,,,0.26592,165.2937,176.014,44.007
28.31,60050,0.035,1e-05,,,,
28.33,60100,0.033,1e-05,,,,
28.36,60150,0.0322,1e-05,,,,
28.38,60200,0.0304,1e-05,,,,
28.41,60250,0.0292,1e-05,,,,
28.43,60300,0.0287,1e-05,,,,
28.45,60350,0.0329,1e-05,,,,
28.48,60400,0.0327,1e-05,,,,
28.5,60450,0.0344,1e-05,,,,
28.52,60500,0.0322,1e-05,,,,
28.55,60550,0.0348,1e-05,,,,
28.57,60600,0.0303,1e-05,,,,
28.59,60650,0.0338,1e-05,,,,
28.62,60700,0.0374,1e-05,,,,
28.64,60750,0.0298,1e-05,,,,
28.66,60800,0.0279,1e-05,,,,
28.69,60850,0.0363,1e-05,,,,
28.71,60900,0.0297,1e-05,,,,
28.74,60950,0.032,1e-05,,,,
28.76,61000,0.037,1e-05,,,,
28.78,61050,0.0336,1e-05,,,,
28.81,61100,0.0318,1e-05,,,,
28.83,61150,0.0336,1e-05,,,,
28.85,61200,0.0332,1e-05,,,,
28.88,61250,0.0331,1e-05,,,,
28.9,61300,0.0311,1e-05,,,,
28.92,61350,0.0357,1e-05,,,,
28.95,61400,0.0359,1e-05,,,,
28.97,61450,0.0308,1e-05,,,,
28.99,61500,0.0388,1e-05,,,,
29.02,61550,0.0349,1e-05,,,,
29.04,61600,0.0245,1e-05,,,,
29.07,61650,0.0265,1e-05,,,,
29.09,61700,0.0282,1e-05,,,,
29.11,61750,0.0283,1e-05,,,,
29.14,61800,0.0275,1e-05,,,,
29.16,61850,0.0252,1e-05,,,,
29.18,61900,0.0229,1e-05,,,,
29.21,61950,0.0299,1e-05,,,,
29.23,62000,0.0283,1e-05,,,,
29.25,62050,0.026,1e-05,,,,
29.28,62100,0.0284,1e-05,,,,
29.3,62150,0.0284,1e-05,,,,
29.32,62200,0.0266,1e-05,,,,
29.35,62250,0.0277,1e-05,,,,
29.37,62300,0.0278,1e-05,,,,
29.4,62350,0.0303,1e-05,,,,
29.42,62400,0.0276,1e-05,,,,
29.44,62450,0.0331,1e-05,,,,
29.47,62500,0.0298,1e-05,,,,
29.49,62550,0.0287,1e-05,,,,
29.51,62600,0.0267,1e-05,,,,
29.54,62650,0.0371,1e-05,,,,
29.56,62700,0.0308,1e-05,,,,
29.58,62750,0.0325,1e-05,,,,
29.61,62800,0.03,1e-05,,,,
29.63,62850,0.0369,1e-05,,,,
29.65,62900,0.0338,1e-05,,,,
29.68,62950,0.0313,1e-05,,,,
29.7,63000,0.0306,1e-05,,,,
29.73,63050,0.0286,1e-05,,,,
29.75,63100,0.0327,1e-05,,,,
29.77,63150,0.0348,1e-05,,,,
29.8,63200,0.0358,1e-05,,,,
29.82,63250,0.0299,1e-05,,,,
29.84,63300,0.0315,1e-05,,,,
29.87,63350,0.0349,1e-05,,,,
29.89,63400,0.0298,1e-05,,,,
29.91,63450,0.0313,1e-05,,,,
29.94,63500,0.0353,1e-05,,,,
29.96,63550,0.0336,1e-05,,,,
29.98,63600,0.0321,1e-05,,,,
30.01,63650,0.0317,1e-05,,,,
30.03,63700,0.029,1e-05,,,,
30.05,63750,0.0277,1e-05,,,,
30.08,63800,0.0269,1e-05,,,,
30.1,63850,0.0248,1e-05,,,,
30.13,63900,0.0234,1e-05,,,,
30.15,63950,0.0271,1e-05,,,,
30.17,64000,0.0255,1e-05,,,,
30.2,64050,0.0274,1e-05,,,,
30.22,64100,0.0322,1e-05,,,,
30.24,64150,0.0266,1e-05,,,,
30.27,64200,0.0263,1e-05,,,,
30.29,64250,0.0277,1e-05,,,,
30.31,64300,0.0308,1e-05,,,,
30.34,64350,0.0233,1e-05,,,,
30.36,64400,0.0272,1e-05,,,,
30.38,64450,0.0291,1e-05,,,,
30.41,64500,0.0321,1e-05,,,,
30.43,64550,0.0294,1e-05,,,,
30.46,64600,0.0315,1e-05,,,,
30.48,64650,0.0283,1e-05,,,,
30.5,64700,0.0287,1e-05,,,,
30.53,64750,0.0317,1e-05,,,,
30.55,64800,0.0296,1e-05,,,,
30.57,64850,0.032,1e-05,,,,
30.6,64900,0.0282,1e-05,,,,
30.62,64950,0.0326,1e-05,,,,
30.64,65000,0.029,1e-05,,,,
30.64,65000,,,0.26858,185.7908,156.595,39.152
30.67,65050,0.033,1e-05,,,,
30.69,65100,0.0302,1e-05,,,,
30.71,65150,0.0334,1e-05,,,,
30.74,65200,0.0322,1e-05,,,,
30.76,65250,0.0334,1e-05,,,,
30.79,65300,0.0312,1e-05,,,,
30.81,65350,0.0324,1e-05,,,,
30.83,65400,0.0296,1e-05,,,,
30.86,65450,0.0264,1e-05,,,,
30.88,65500,0.0279,1e-05,,,,
30.9,65550,0.0344,1e-05,,,,
30.93,65600,0.0294,1e-05,,,,
30.95,65650,0.029,1e-05,,,,
30.97,65700,0.0312,1e-05,,,,
31.0,65750,0.0291,1e-05,,,,
31.02,65800,0.0243,1e-05,,,,
31.04,65850,0.0223,1e-05,,,,
31.07,65900,0.0278,1e-05,,,,
31.09,65950,0.0258,1e-05,,,,
31.12,66000,0.0246,1e-05,,,,
31.14,66050,0.0268,1e-05,,,,
31.16,66100,0.027,1e-05,,,,
31.19,66150,0.0309,1e-05,,,,
31.21,66200,0.0288,1e-05,,,,
31.23,66250,0.0255,1e-05,,,,
31.26,66300,0.0287,1e-05,,,,
31.28,66350,0.0246,1e-05,,,,
31.3,66400,0.0281,1e-05,,,,
31.33,66450,0.0288,1e-05,,,,
31.35,66500,0.0263,1e-05,,,,
31.37,66550,0.024,1e-05,,,,
31.4,66600,0.03,1e-05,,,,
31.42,66650,0.0275,1e-05,,,,
31.44,66700,0.0245,1e-05,,,,
31.47,66750,0.0285,1e-05,,,,
31.49,66800,0.0278,1e-05,,,,
31.52,66850,0.0273,1e-05,,,,
31.54,66900,0.0278,1e-05,,,,
31.56,66950,0.0266,1e-05,,,,
31.59,67000,0.0319,1e-05,,,,
31.61,67050,0.0316,1e-05,,,,
31.63,67100,0.0286,1e-05,,,,
31.66,67150,0.0297,1e-05,,,,
31.68,67200,0.0272,1e-05,,,,
31.7,67250,0.0259,1e-05,,,,
31.73,67300,0.0263,1e-05,,,,
31.75,67350,0.0276,1e-05,,,,
31.77,67400,0.0295,1e-05,,,,
31.8,67450,0.0271,1e-05,,,,
31.82,67500,0.0322,1e-05,,,,
31.85,67550,0.0278,1e-05,,,,
31.87,67600,0.0318,1e-05,,,,
31.89,67650,0.0272,1e-05,,,,
31.92,67700,0.0334,1e-05,,,,
31.94,67750,0.027,1e-05,,,,
31.96,67800,0.0303,1e-05,,,,
31.99,67850,0.0278,1e-05,,,,
32.01,67900,0.0289,1e-05,,,,
32.03,67950,0.0221,1e-05,,,,
32.06,68000,0.0265,1e-05,,,,
32.08,68050,0.0247,1e-05,,,,
32.1,68100,0.0254,1e-05,,,,
32.13,68150,0.0198,1e-05,,,,
32.15,68200,0.0273,1e-05,,,,
32.18,68250,0.0214,1e-05,,,,
32.2,68300,0.022,1e-05,,,,
32.22,68350,0.0251,1e-05,,,,
32.25,68400,0.0236,1e-05,,,,
32.27,68450,0.0254,1e-05,,,,
32.29,68500,0.0282,1e-05,,,,
32.32,68550,0.027,1e-05,,,,
32.34,68600,0.025,1e-05,,,,
32.36,68650,0.0253,1e-05,,,,
32.39,68700,0.024,1e-05,,,,
32.41,68750,0.0267,1e-05,,,,
32.43,68800,0.0298,1e-05,,,,
32.46,68850,0.0278,1e-05,,,,
32.48,68900,0.0286,1e-05,,,,
32.51,68950,0.0315,1e-05,,,,
32.53,69000,0.0281,1e-05,,,,
32.55,69050,0.0322,1e-05,,,,
32.58,69100,0.0263,1e-05,,,,
32.6,69150,0.0249,1e-05,,,,
32.62,69200,0.028,1e-05,,,,
32.65,69250,0.0235,1e-05,,,,
32.67,69300,0.0314,1e-05,,,,
32.69,69350,0.0263,1e-05,,,,
32.72,69400,0.0308,1e-05,,,,
32.74,69450,0.028,1e-05,,,,
32.76,69500,0.0263,1e-05,,,,
32.79,69550,0.0302,1e-05,,,,
32.81,69600,0.0289,1e-05,,,,
32.84,69650,0.0319,1e-05,,,,
32.86,69700,0.0284,1e-05,,,,
32.88,69750,0.026,1e-05,,,,
32.91,69800,0.0295,1e-05,,,,
32.93,69850,0.0309,1e-05,,,,
32.95,69900,0.0285,1e-05,,,,
32.98,69950,0.0267,1e-05,,,,
33.0,70000,0.0229,1e-05,,,,
33.0,70000,,,0.26716,165.3137,175.993,44.001
33.03,70050,0.0248,1e-05,,,,
33.05,70100,0.0239,1e-05,,,,
33.07,70150,0.0232,1e-05,,,,
33.1,70200,0.0253,1e-05,,,,
33.12,70250,0.0254,1e-05,,,,
33.14,70300,0.0243,1e-05,,,,
33.17,70350,0.0262,1e-05,,,,
33.19,70400,0.0223,1e-05,,,,
33.22,70450,0.0274,1e-05,,,,
33.24,70500,0.0218,1e-05,,,,
33.26,70550,0.0222,1e-05,,,,
33.29,70600,0.0271,1e-05,,,,
33.31,70650,0.0283,1e-05,,,,
33.33,70700,0.031,1e-05,,,,
33.36,70750,0.0268,1e-05,,,,
33.38,70800,0.026,1e-05,,,,
33.4,70850,0.0276,1e-05,,,,
33.43,70900,0.0263,1e-05,,,,
33.45,70950,0.0297,1e-05,,,,
33.47,71000,0.0256,1e-05,,,,
33.5,71050,0.0258,1e-05,,,,
33.52,71100,0.0289,1e-05,,,,
33.55,71150,0.0276,1e-05,,,,
33.57,71200,0.026,1e-05,,,,
33.59,71250,0.0265,1e-05,,,,
33.62,71300,0.0264,1e-05,,,,
33.64,71350,0.0243,1e-05,,,,
33.66,71400,0.0236,1e-05,,,,
33.69,71450,0.0226,1e-05,,,,
33.71,71500,0.0249,1e-05,,,,
33.73,71550,0.0259,1e-05,,,,
33.76,71600,0.0264,1e-05,,,,
33.78,71650,0.0296,1e-05,,,,
33.8,71700,0.0239,1e-05,,,,
33.83,71750,0.0297,1e-05,,,,
33.85,71800,0.0284,1e-05,,,,
33.88,71850,0.0238,1e-05,,,,
33.9,71900,0.0319,1e-05,,,,
33.92,71950,0.0291,1e-05,,,,
33.95,72000,0.0296,1e-05,,,,
33.97,72050,0.0278,1e-05,,,,
33.99,72100,0.0248,1e-05,,,,
34.02,72150,0.0239,0.0,,,,
34.04,72200,0.0257,0.0,,,,
34.06,72250,0.0246,0.0,,,,
34.09,72300,0.0276,0.0,,,,
34.11,72350,0.0242,0.0,,,,
34.13,72400,0.024,0.0,,,,
34.16,72450,0.0252,0.0,,,,
34.18,72500,0.023,0.0,,,,
34.21,72550,0.022,0.0,,,,
34.23,72600,0.0255,0.0,,,,
34.25,72650,0.0235,0.0,,,,
34.28,72700,0.0263,0.0,,,,
34.3,72750,0.0231,0.0,,,,
34.32,72800,0.0205,0.0,,,,
34.35,72850,0.0251,0.0,,,,
34.37,72900,0.0259,0.0,,,,
34.39,72950,0.0236,0.0,,,,
34.42,73000,0.0241,0.0,,,,
34.44,73050,0.0272,0.0,,,,
34.46,73100,0.0253,0.0,,,,
34.49,73150,0.0245,0.0,,,,
34.51,73200,0.0261,0.0,,,,
34.54,73250,0.0269,0.0,,,,
34.56,73300,0.0245,0.0,,,,
34.58,73350,0.025,0.0,,,,
34.61,73400,0.0261,0.0,,,,
34.63,73450,0.0253,0.0,,,,
34.65,73500,0.026,0.0,,,,
34.68,73550,0.026,0.0,,,,
34.7,73600,0.0252,0.0,,,,
34.72,73650,0.0287,0.0,,,,
34.75,73700,0.0255,0.0,,,,
34.77,73750,0.0277,0.0,,,,
34.79,73800,0.0269,0.0,,,,
34.82,73850,0.0246,0.0,,,,
34.84,73900,0.0246,0.0,,,,
34.87,73950,0.0276,0.0,,,,
34.89,74000,0.0249,0.0,,,,
34.91,74050,0.0239,0.0,,,,
34.94,74100,0.0253,0.0,,,,
34.96,74150,0.0245,0.0,,,,
34.98,74200,0.0267,0.0,,,,
35.01,74250,0.0258,0.0,,,,
35.03,74300,0.0238,0.0,,,,
35.05,74350,0.0257,0.0,,,,
35.08,74400,0.0222,0.0,,,,
35.1,74450,0.0211,0.0,,,,
35.12,74500,0.0253,0.0,,,,
35.15,74550,0.0207,0.0,,,,
35.17,74600,0.0213,0.0,,,,
35.2,74650,0.0236,0.0,,,,
35.22,74700,0.02,0.0,,,,
35.24,74750,0.0214,0.0,,,,
35.27,74800,0.025,0.0,,,,
35.29,74850,0.026,0.0,,,,
35.31,74900,0.0219,0.0,,,,
35.34,74950,0.0221,0.0,,,,
35.36,75000,0.028,0.0,,,,
35.36,75000,,,0.27594,178.2955,163.179,40.797
35.38,75050,0.0246,0.0,,,,
35.41,75100,0.0208,0.0,,,,
35.43,75150,0.0255,0.0,,,,
35.45,75200,0.0196,0.0,,,,
35.48,75250,0.0231,0.0,,,,
35.5,75300,0.0228,0.0,,,,
35.53,75350,0.0254,0.0,,,,
35.55,75400,0.0254,0.0,,,,
35.57,75450,0.026,0.0,,,,
35.6,75500,0.0218,0.0,,,,
35.62,75550,0.024,0.0,,,,
35.64,75600,0.0227,0.0,,,,
35.67,75650,0.0257,0.0,,,,
35.69,75700,0.0234,0.0,,,,
35.71,75750,0.025,0.0,,,,
35.74,75800,0.0251,0.0,,,,
35.76,75850,0.0249,0.0,,,,
35.78,75900,0.0201,0.0,,,,
35.81,75950,0.0253,0.0,,,,
35.83,76000,0.029,0.0,,,,
35.86,76050,0.0252,0.0,,,,
35.88,76100,0.0263,0.0,,,,
35.9,76150,0.0299,0.0,,,,
35.93,76200,0.0241,0.0,,,,
35.95,76250,0.0276,0.0,,,,
35.97,76300,0.0274,0.0,,,,
36.0,76350,0.0258,0.0,,,,
36.02,76400,0.0255,0.0,,,,
36.04,76450,0.0212,0.0,,,,
36.07,76500,0.0224,0.0,,,,
36.09,76550,0.0185,0.0,,,,
36.11,76600,0.022,0.0,,,,
36.14,76650,0.0198,0.0,,,,
36.16,76700,0.0222,0.0,,,,
36.18,76750,0.0234,0.0,,,,
36.21,76800,0.0233,0.0,,,,
36.23,76850,0.0259,0.0,,,,
36.26,76900,0.0248,0.0,,,,
36.28,76950,0.0218,0.0,,,,
36.3,77000,0.0215,0.0,,,,
36.33,77050,0.022,0.0,,,,
36.35,77100,0.0181,0.0,,,,
36.37,77150,0.0224,0.0,,,,
36.4,77200,0.0217,0.0,,,,
36.42,77250,0.0267,0.0,,,,
36.44,77300,0.0236,0.0,,,,
36.47,77350,0.0245,0.0,,,,
36.49,77400,0.0236,0.0,,,,
36.51,77450,0.0213,0.0,,,,
36.54,77500,0.0236,0.0,,,,
36.56,77550,0.0251,0.0,,,,
36.59,77600,0.0228,0.0,,,,
36.61,77650,0.025,0.0,,,,
36.63,77700,0.0296,0.0,,,,
36.66,77750,0.023,0.0,,,,
36.68,77800,0.0228,0.0,,,,
36.7,77850,0.0268,0.0,,,,
36.73,77900,0.0257,0.0,,,,
36.75,77950,0.0231,0.0,,,,
36.77,78000,0.0247,0.0,,,,
36.8,78050,0.027,0.0,,,,
36.82,78100,0.022,0.0,,,,
36.84,78150,0.0207,0.0,,,,
36.87,78200,0.026,0.0,,,,
36.89,78250,0.0267,0.0,,,,
36.92,78300,0.0246,0.0,,,,
36.94,78350,0.0262,0.0,,,,
36.96,78400,0.0228,0.0,,,,
36.99,78450,0.0235,0.0,,,,
37.01,78500,0.0207,0.0,,,,
37.03,78550,0.0219,0.0,,,,
37.06,78600,0.0206,0.0,,,,
37.08,78650,0.0213,0.0,,,,
37.1,78700,0.0206,0.0,,,,
37.13,78750,0.0208,0.0,,,,
37.15,78800,0.0256,0.0,,,,
37.17,78850,0.0236,0.0,,,,
37.2,78900,0.0216,0.0,,,,
37.22,78950,0.0214,0.0,,,,
37.25,79000,0.0264,0.0,,,,
37.27,79050,0.0188,0.0,,,,
37.29,79100,0.0198,0.0,,,,
37.32,79150,0.023,0.0,,,,
37.34,79200,0.022,0.0,,,,
37.36,79250,0.0215,0.0,,,,
37.39,79300,0.0223,0.0,,,,
37.41,79350,0.0231,0.0,,,,
37.43,79400,0.0233,0.0,,,,
37.46,79450,0.0238,0.0,,,,
37.48,79500,0.0207,0.0,,,,
37.5,79550,0.0247,0.0,,,,
37.53,79600,0.0246,0.0,,,,
37.55,79650,0.0215,0.0,,,,
37.58,79700,0.0248,0.0,,,,
37.6,79750,0.0224,0.0,,,,
37.62,79800,0.0242,0.0,,,,
37.65,79850,0.0241,0.0,,,,
37.67,79900,0.028,0.0,,,,
37.69,79950,0.0251,0.0,,,,
37.72,80000,0.0229,0.0,,,,
37.72,80000,,,0.27592,163.3682,178.088,44.525
37.74,80050,0.0211,0.0,,,,
37.76,80100,0.0222,0.0,,,,
37.79,80150,0.022,0.0,,,,
37.81,80200,0.022,0.0,,,,
37.83,80250,0.0202,0.0,,,,
37.86,80300,0.0223,0.0,,,,
37.88,80350,0.0243,0.0,,,,
37.91,80400,0.0212,0.0,,,,
37.93,80450,0.0271,0.0,,,,
37.95,80500,0.0221,0.0,,,,
37.98,80550,0.0272,0.0,,,,
38.0,80600,0.0225,0.0,,,,
38.02,80650,0.0193,0.0,,,,
38.05,80700,0.0234,0.0,,,,
38.07,80750,0.0277,0.0,,,,
38.09,80800,0.0231,0.0,,,,
38.12,80850,0.0211,0.0,,,,
38.14,80900,0.0226,0.0,,,,
38.16,80950,0.0211,0.0,,,,
38.19,81000,0.0198,0.0,,,,
38.21,81050,0.0183,0.0,,,,
38.23,81100,0.0204,0.0,,,,
38.26,81150,0.0237,0.0,,,,
38.28,81200,0.0221,0.0,,,,
38.31,81250,0.0201,0.0,,,,
38.33,81300,0.0203,0.0,,,,
38.35,81350,0.0239,0.0,,,,
38.38,81400,0.0203,0.0,,,,
38.4,81450,0.0195,0.0,,,,
38.42,81500,0.0199,0.0,,,,
38.45,81550,0.0206,0.0,,,,
38.47,81600,0.0224,0.0,,,,
38.49,81650,0.0245,0.0,,,,
38.52,81700,0.0242,0.0,,,,
38.54,81750,0.0174,0.0,,,,
38.56,81800,0.0231,0.0,,,,
38.59,81850,0.0172,0.0,,,,
38.61,81900,0.0201,0.0,,,,
38.64,81950,0.0165,0.0,,,,
38.66,82000,0.0223,0.0,,,,
38.68,82050,0.0219,0.0,,,,
38.71,82100,0.0235,0.0,,,,
38.73,82150,0.0215,0.0,,,,
38.75,82200,0.0226,0.0,,,,
38.78,82250,0.0217,0.0,,,,
38.8,82300,0.0243,0.0,,,,
38.82,82350,0.0241,0.0,,,,
38.85,82400,0.0193,0.0,,,,
38.87,82450,0.0218,0.0,,,,
38.89,82500,0.0238,0.0,,,,
38.92,82550,0.0204,0.0,,,,
38.94,82600,0.0197,0.0,,,,
38.97,82650,0.0246,0.0,,,,
38.99,82700,0.0224,0.0,,,,
39.01,82750,0.0216,0.0,,,,
39.04,82800,0.0241,0.0,,,,
39.06,82850,0.0202,0.0,,,,
39.08,82900,0.0256,0.0,,,,
39.11,82950,0.0185,0.0,,,,
39.13,83000,0.0218,0.0,,,,
39.15,83050,0.0207,0.0,,,,
39.18,83100,0.0171,0.0,,,,
39.2,83150,0.0211,0.0,,,,
39.22,83200,0.0195,0.0,,,,
39.25,83250,0.0207,0.0,,,,
39.27,83300,0.0205,0.0,,,,
39.3,83350,0.022,0.0,,,,
39.32,83400,0.0226,0.0,,,,
39.34,83450,0.0176,0.0,,,,
39.37,83500,0.0228,0.0,,,,
39.39,83550,0.0222,0.0,,,,
39.41,83600,0.021,0.0,,,,
39.44,83650,0.0207,0.0,,,,
39.46,83700,0.021,0.0,,,,
39.48,83750,0.0216,0.0,,,,
39.51,83800,0.0218,0.0,,,,
39.53,83850,0.0193,0.0,,,,
39.55,83900,0.0213,0.0,,,,
39.58,83950,0.0209,0.0,,,,
39.6,84000,0.0195,0.0,,,,
39.63,84050,0.0195,0.0,,,,
39.65,84100,0.0236,0.0,,,,
39.67,84150,0.0235,0.0,,,,
39.7,84200,0.0184,0.0,,,,
39.72,84250,0.024,0.0,,,,
39.74,84300,0.0236,0.0,,,,
39.77,84350,0.0195,0.0,,,,
39.79,84400,0.0229,0.0,,,,
39.81,84450,0.0219,0.0,,,,
39.84,84500,0.0239,0.0,,,,
39.86,84550,0.0201,0.0,,,,
39.88,84600,0.0212,0.0,,,,
39.91,84650,0.0198,0.0,,,,
39.93,84700,0.0178,0.0,,,,
39.96,84750,0.0184,0.0,,,,
39.98,84800,0.0203,0.0,,,,
40.0,84840,,,,,,
40.0,84840,,,0.2469,179.7932,161.819,40.458
40.0,84840,,,,,,
40.0,84840,,,0.2469,166.6,174.634,43.661
40.0,84840,,,,,,
40.0,84840,,,0.12255,17.389,167.347,41.866
40.0,84840,,,,,,
40.0,84840,,,0.12255,16.8565,172.634,43.188
40.0,84840,,,,,,
40.0,84840,,,0.12255,17.2895,168.311,42.107
